Date,Time,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message,
25/06/2018,19:30:00,4.909,4.403,10.214,9.338,0.102,0.093,4.18,24.50,present,0.00,0.00,,
25/06/2018,19:40:00,3.288,2.688,7.411,6.374,0.074,0.063,4.17,23.40,present,0.00,0.00,,
25/06/2018,19:50:00,2.074,1.647,5.312,4.575,0.053,0.045,4.16,22.50,present,0.00,0.00,,
25/06/2018,20:00:00,1.362,0.933,4.083,3.342,0.040,0.033,4.15,21.90,not present,0.00,0.00,,
25/06/2018,20:10:00,0.976,0.645,3.416,2.844,0.034,0.028,4.15,21.10,not present,0.00,0.00,,
25/06/2018,20:20:00,0.457,-0.005,2.518,1.719,0.025,0.017,4.14,20.80,not present,0.00,0.00,,
25/06/2018,20:30:00,0.067,-0.365,1.845,1.096,0.018,0.010,4.14,20.80,not present,0.00,0.00,,
25/06/2018,20:40:00,-0.145,-0.239,1.476,1.313,0.014,0.013,4.13,19.60,not present,0.00,0.00,,
25/06/2018,20:50:00,-0.268,-0.538,1.263,0.797,0.012,0.007,4.13,19.29,not present,0.00,0.00,,
25/06/2018,21:00:00,-0.329,-0.721,1.158,0.481,0.011,0.004,4.12,19.40,not present,0.00,0.00,,
25/06/2018,21:10:00,-0.525,-0.818,0.819,0.314,0.008,0.003,4.11,19.10,not present,0.00,0.00,,
25/06/2018,21:20:00,-0.642,-0.917,0.617,0.142,0.006,0.001,4.11,18.90,not present,0.00,0.00,,
25/06/2018,21:30:00,-0.598,-1.032,0.693,-0.056,0.006,0.000,4.10,18.90,not present,0.00,0.00,,
25/06/2018,21:40:00,-0.663,-1.100,0.581,-0.173,0.005,-0.001,4.09,18.70,not present,0.00,0.00,,
25/06/2018,21:50:00,-0.901,-1.160,0.169,-0.278,0.001,-0.002,4.09,18.60,not present,0.00,0.00,,
25/06/2018,22:00:00,-1.049,-1.133,-0.085,-0.231,0.000,-0.002,4.09,18.60,not present,0.00,0.00,,
25/06/2018,22:10:00,-0.994,-1.424,0.009,-0.734,0.000,-0.007,4.08,18.20,not present,0.00,0.00,,
25/06/2018,22:20:00,-1.069,-1.462,-0.120,-0.799,-0.001,-0.007,4.08,18.00,not present,0.00,0.00,,
25/06/2018,22:30:00,-1.109,-1.409,-0.189,-0.708,-0.001,-0.007,4.07,18.00,not present,0.00,0.00,,
25/06/2018,22:40:00,-1.021,-1.504,-0.036,-0.871,0.000,-0.008,4.07,18.00,not present,0.00,0.00,,
25/06/2018,22:50:00,-1.263,-1.660,-0.455,-1.141,-0.004,-0.011,4.07,18.10,not present,0.00,0.00,,
25/06/2018,23:00:00,-0.833,-1.289,0.287,-0.499,0.002,-0.004,4.06,18.29,not present,0.00,0.00,,
25/06/2018,23:10:00,-0.882,-1.333,0.202,-0.577,0.002,-0.005,4.06,18.60,not present,0.00,0.00,,
25/06/2018,23:20:00,-0.733,-1.146,0.460,-0.253,0.004,-0.002,4.05,18.70,not present,0.00,0.00,,
25/06/2018,23:30:00,-0.844,-1.039,0.268,-0.068,0.002,0.000,4.05,19.40,not present,0.00,0.00,,
25/06/2018,23:40:00,-0.447,-1.060,0.954,-0.104,0.009,-0.001,4.04,19.40,not present,0.00,0.00,,
25/06/2018,23:50:00,-0.665,-0.912,0.577,0.151,0.005,0.001,4.03,19.50,not present,0.00,0.00,,
26/06/2018,00:00:00,-0.658,-1.067,0.589,-0.116,0.005,-0.001,4.02,20.00,not present,0.00,0.00,,
26/06/2018,00:10:00,-0.461,-1.037,0.930,-0.064,0.009,0.000,4.02,20.00,not present,0.00,0.00,,
26/06/2018,00:20:00,-0.460,-0.929,0.932,0.122,0.009,0.001,4.00,19.50,not present,0.00,0.00,,
26/06/2018,00:30:00,-0.498,-0.956,0.867,0.074,0.008,0.000,4.00,19.50,not present,0.00,0.00,,
26/06/2018,00:40:00,-0.574,-0.886,0.735,0.195,0.007,0.001,3.99,19.40,not present,0.00,0.00,,
26/06/2018,00:50:00,-0.802,-1.149,0.342,-0.258,0.003,-0.002,3.99,19.40,not present,0.00,0.00,,
26/06/2018,01:00:00,-0.866,-1.112,0.230,-0.194,0.002,-0.001,3.98,19.20,not present,0.00,0.00,,
26/06/2018,01:10:00,-0.754,-1.200,0.423,-0.347,0.004,-0.003,3.97,19.10,not present,0.00,0.00,,
26/06/2018,01:20:00,-0.880,-1.086,0.206,-0.148,0.002,-0.001,3.97,19.20,not present,0.00,0.00,,
26/06/2018,01:30:00,-1.075,-1.471,-0.129,-0.815,-0.001,-0.008,3.96,19.10,not present,0.00,0.00,,
26/06/2018,01:40:00,-1.023,-1.098,-0.041,-0.170,0.000,-0.001,3.96,18.90,not present,0.00,0.00,,
26/06/2018,01:50:00,-1.098,-1.461,-0.170,-0.797,-0.001,-0.007,3.96,18.70,not present,0.00,0.00,,
26/06/2018,02:00:00,-1.121,-1.213,-0.210,-0.368,-0.002,-0.003,3.95,18.79,not present,0.00,0.00,,
26/06/2018,02:10:00,-0.876,-1.424,0.213,-0.733,0.002,-0.007,3.95,18.70,not present,0.00,0.00,,
26/06/2018,02:20:00,-1.242,-1.576,-0.419,-0.996,-0.004,-0.009,3.95,18.60,not present,0.00,0.00,,
26/06/2018,02:30:00,-0.989,-1.540,0.017,-0.934,0.000,-0.009,3.94,18.50,not present,0.00,0.00,,
26/06/2018,02:40:00,-1.003,-1.498,-0.006,-0.861,0.000,-0.008,3.94,18.29,not present,0.00,0.00,,
26/06/2018,02:50:00,-1.045,-1.660,-0.079,-1.140,0.000,-0.011,3.94,18.29,not present,0.00,0.00,,
26/06/2018,03:00:00,-1.176,-1.576,-0.305,-0.997,-0.003,-0.009,3.94,18.29,not present,0.00,0.00,,
26/06/2018,03:10:00,-1.260,-1.626,-0.449,-1.082,-0.004,-0.010,3.93,18.10,not present,0.00,0.00,,
26/06/2018,03:20:00,-1.184,-1.529,-0.318,-0.915,-0.003,-0.009,3.93,18.00,not present,0.00,0.00,,
26/06/2018,03:30:00,-1.309,-1.656,-0.535,-1.134,-0.005,-0.011,3.93,18.20,not present,0.00,0.00,,
26/06/2018,03:40:00,-1.138,-1.409,-0.238,-0.707,-0.002,-0.007,3.92,18.10,not present,0.00,0.00,,
26/06/2018,03:50:00,-1.212,-1.712,-0.367,-1.230,-0.003,-0.012,3.92,17.90,not present,0.00,0.00,,
26/06/2018,04:00:00,-1.309,-1.844,-0.534,-1.460,-0.005,-0.014,3.92,17.79,not present,0.00,0.00,,
26/06/2018,04:10:00,-1.301,-1.710,-0.520,-1.227,-0.005,-0.012,3.91,17.70,not present,0.00,0.00,,
26/06/2018,04:20:00,-1.207,-1.726,-0.358,-1.256,-0.003,-0.012,3.91,17.79,not present,0.00,0.00,,
26/06/2018,04:30:00,-1.155,-1.530,-0.268,-0.916,-0.002,-0.009,3.90,17.79,not present,0.00,0.00,,
26/06/2018,04:40:00,-1.076,-1.676,-0.131,-1.168,-0.001,-0.011,3.90,17.70,not present,0.00,0.00,,
26/06/2018,04:50:00,-1.102,-1.619,-0.177,-1.070,-0.001,-0.010,3.90,17.50,not present,0.00,0.00,,
26/06/2018,05:00:00,-1.096,-1.752,-0.166,-1.300,-0.001,-0.013,3.89,17.90,not present,0.00,0.00,,
26/06/2018,05:10:00,-0.986,-1.736,0.022,-1.273,0.000,-0.012,3.89,17.60,not present,0.00,0.00,,
26/06/2018,05:20:00,-1.048,-1.597,-0.084,-1.031,0.000,-0.010,3.89,17.40,not present,0.00,0.00,,
26/06/2018,05:30:00,-0.963,-1.576,0.063,-0.995,0.000,-0.009,3.88,17.70,not present,0.00,0.00,,
26/06/2018,05:40:00,-0.884,-1.268,0.200,-0.464,0.002,-0.004,3.87,17.50,not present,0.00,0.00,,
26/06/2018,05:50:00,-0.827,-1.301,0.298,-0.520,0.002,-0.005,3.87,17.79,present,0.00,0.00,,
26/06/2018,06:00:00,-0.373,-0.892,1.082,0.186,0.010,0.001,3.87,18.00,present,0.00,0.00,,
26/06/2018,06:10:00,0.440,-0.303,2.489,1.204,0.024,0.012,3.86,18.00,present,0.00,0.00,,
26/06/2018,06:20:00,1.114,0.487,3.654,2.570,0.036,0.025,3.86,18.20,present,0.00,0.00,,
26/06/2018,06:30:00,2.053,1.309,5.276,3.991,0.052,0.039,3.86,18.40,present,0.00,0.00,,
26/06/2018,06:40:00,3.030,2.279,6.965,5.667,0.069,0.056,3.86,18.40,present,0.00,0.00,,
26/06/2018,06:50:00,4.224,3.428,9.029,7.652,0.090,0.076,3.86,20.20,present,0.00,0.00,,
26/06/2018,07:00:00,5.156,4.487,10.639,9.483,0.106,0.094,3.85,20.70,present,0.00,0.00,,
26/06/2018,07:10:00,4.922,4.366,10.236,9.274,0.102,0.092,3.84,19.50,present,0.00,0.00,,
26/06/2018,07:20:00,1.182,0.718,3.771,2.970,0.037,0.029,3.84,17.70,not present,0.00,0.00,,
26/06/2018,07:30:00,-0.530,-0.972,0.812,0.046,0.008,0.000,3.84,16.60,not present,0.00,0.00,,
26/06/2018,07:40:00,-1.226,-1.817,-0.391,-1.412,-0.003,-0.014,3.84,16.90,present,0.00,0.00,,
26/06/2018,07:50:00,-1.521,-1.969,-0.901,-1.675,-0.009,-0.016,3.83,17.20,present,0.00,0.00,,
26/06/2018,08:00:00,-1.827,-2.128,-1.430,-1.950,-0.014,-0.019,3.83,17.70,present,0.00,0.00,,
26/06/2018,08:10:00,-1.728,-2.127,-1.259,-1.948,-0.012,-0.019,3.83,18.10,present,0.00,0.00,,
26/06/2018,08:20:00,-1.498,-2.291,-0.861,-2.232,-0.008,-0.022,3.82,17.29,present,0.00,0.00,,
26/06/2018,08:30:00,-1.843,-2.524,-1.457,-2.634,-0.014,-0.026,3.82,17.40,present,0.00,0.00,,
26/06/2018,08:40:00,-2.132,-2.690,-1.956,-2.922,-0.019,-0.029,3.82,17.70,present,0.00,0.00,,
26/06/2018,08:50:00,-2.218,-2.734,-2.106,-2.998,-0.021,-0.029,3.83,20.50,present,0.00,0.00,,
26/06/2018,09:00:00,-1.957,-2.449,-1.654,-2.505,-0.016,-0.025,3.83,22.70,present,0.00,0.00,,
26/06/2018,09:10:00,-1.665,-2.224,-1.150,-2.115,-0.011,-0.021,3.82,20.29,present,0.00,0.00,,
26/06/2018,09:20:00,-1.786,-2.379,-1.358,-2.383,-0.013,-0.023,3.82,19.40,present,0.00,0.00,,
26/06/2018,09:30:00,-1.862,-2.280,-1.489,-2.212,-0.014,-0.022,3.82,19.40,present,0.00,0.00,,
26/06/2018,09:40:00,-1.700,-2.251,-1.210,-2.162,-0.012,-0.021,3.82,19.79,present,0.00,0.00,,
26/06/2018,09:50:00,-1.777,-2.122,-1.344,-1.939,-0.013,-0.019,3.82,20.50,present,0.00,0.00,,
26/06/2018,10:00:00,-1.957,-2.243,-1.654,-2.148,-0.016,-0.021,3.81,20.29,present,0.00,0.00,,
26/06/2018,10:10:00,-1.962,-2.290,-1.664,-2.230,-0.016,-0.022,3.81,20.60,present,0.00,0.00,,
26/06/2018,10:20:00,-1.572,-2.002,-0.989,-1.733,-0.009,-0.017,3.82,23.20,present,8.57,121.20,,
26/06/2018,10:30:00,-0.949,-1.492,0.087,-0.850,0.000,-0.008,3.82,25.90,present,8.28,116.40,,
26/06/2018,10:40:00,-0.762,-1.167,0.410,-0.290,0.004,-0.002,3.84,29.30,present,8.66,128.10,,
26/06/2018,10:50:00,0.686,-0.076,2.914,1.596,0.029,0.015,3.87,36.90,present,20.24,135.60,,
26/06/2018,11:00:00,2.059,1.541,5.287,4.392,0.052,0.043,3.90,39.80,present,18.45,151.20,,
26/06/2018,11:10:00,3.188,2.652,7.239,6.312,0.072,0.063,3.92,40.20,present,19.41,142.50,,
26/06/2018,11:20:00,4.884,4.346,10.169,9.239,0.101,0.092,3.94,41.20,present,20.17,135.89,,
26/06/2018,11:30:00,7.040,6.201,13.896,12.446,0.138,0.124,3.96,43.10,present,19.34,143.39,,
26/06/2018,11:40:00,7.478,6.483,14.653,12.932,0.146,0.129,3.99,42.80,present,19.41,142.80,,
26/06/2018,11:50:00,8.626,7.653,16.637,14.956,0.166,0.149,4.00,42.20,present,19.28,144.30,,
26/06/2018,12:00:00,9.083,8.066,17.426,15.669,0.174,0.156,4.03,42.50,present,18.54,150.60,,
26/06/2018,12:10:00,8.914,7.705,17.135,15.045,0.171,0.150,4.03,36.00,present,8.85,121.20,,
26/06/2018,12:20:00,8.656,7.838,16.689,15.276,0.166,0.152,4.08,40.09,present,18.25,153.60,,
26/06/2018,12:30:00,10.249,9.301,19.443,17.804,0.194,0.178,4.10,41.70,present,21.45,127.50,,
26/06/2018,12:40:00,11.304,10.190,21.265,19.341,0.212,0.193,4.13,42.80,present,19.08,145.80,,
26/06/2018,12:50:00,12.326,11.173,23.031,21.038,0.230,0.210,4.15,39.70,present,20.69,75.60,,
26/06/2018,13:00:00,13.822,12.550,25.618,23.418,0.256,0.234,4.17,36.40,present,20.55,75.30,,
26/06/2018,13:10:00,14.359,12.761,26.546,23.783,0.265,0.237,4.19,35.20,present,21.16,71.69,,
26/06/2018,13:20:00,15.106,13.619,27.836,25.266,0.278,0.252,4.20,33.90,present,20.36,51.00,,
26/06/2018,13:30:00,15.364,13.727,28.283,25.452,0.282,0.254,4.20,32.59,present,20.58,38.09,,
26/06/2018,13:40:00,15.071,13.437,27.775,24.951,0.277,0.249,4.20,31.00,present,20.29,34.80,,
26/06/2018,13:50:00,14.869,13.546,27.427,25.140,0.274,0.251,4.20,30.70,present,20.55,34.20,,
26/06/2018,14:00:00,15.419,13.752,28.378,25.495,0.283,0.254,4.20,30.50,present,19.67,34.80,,
26/06/2018,14:10:00,15.550,13.960,28.604,25.856,0.286,0.258,4.20,30.30,present,20.29,33.90,,
26/06/2018,14:20:00,15.532,14.106,28.573,26.108,0.285,0.261,4.20,30.50,present,20.93,33.30,,
26/06/2018,14:30:00,15.559,13.959,28.620,25.854,0.286,0.258,4.20,31.30,present,20.19,34.20,,
26/06/2018,14:40:00,15.456,14.323,28.441,26.484,0.284,0.264,4.20,30.90,present,20.82,32.70,,
26/06/2018,14:50:00,15.235,14.004,28.059,25.931,0.280,0.259,4.20,30.90,present,19.96,33.59,,
26/06/2018,15:00:00,15.081,13.745,27.794,25.485,0.277,0.254,4.20,30.90,present,20.75,32.70,,
26/06/2018,15:10:00,15.624,13.913,28.732,25.774,0.287,0.257,4.20,30.70,present,20.61,33.30,,
26/06/2018,15:20:00,15.162,13.586,27.934,25.210,0.279,0.252,4.20,31.10,present,20.50,33.30,,
26/06/2018,15:30:00,15.305,13.577,28.181,25.194,0.281,0.251,4.20,31.30,present,19.79,33.90,,
26/06/2018,15:40:00,14.919,13.270,27.513,24.662,0.275,0.246,4.20,30.90,present,20.29,33.30,,
26/06/2018,15:50:00,14.467,13.308,26.732,24.729,0.267,0.247,4.20,30.50,present,19.94,33.59,,
26/06/2018,16:00:00,14.123,12.837,26.138,23.915,0.261,0.239,4.20,30.60,present,8.64,112.20,,
26/06/2018,16:10:00,13.368,12.406,24.832,23.170,0.248,0.231,4.20,30.00,present,19.94,33.90,,
26/06/2018,16:20:00,13.479,12.264,25.025,22.925,0.250,0.229,4.20,29.90,present,19.79,33.90,,
26/06/2018,16:30:00,13.104,12.117,24.376,22.671,0.243,0.226,4.20,30.20,present,20.33,33.30,,
26/06/2018,16:40:00,13.592,12.363,25.220,23.096,0.252,0.230,4.20,29.90,present,21.10,32.09,,
26/06/2018,16:50:00,15.135,13.998,27.886,25.921,0.278,0.259,4.20,30.40,present,20.26,33.30,,
26/06/2018,17:00:00,15.557,14.337,28.616,26.507,0.286,0.265,4.20,31.60,present,20.58,33.30,,
26/06/2018,17:10:00,15.057,13.602,27.751,25.236,0.277,0.252,4.20,30.90,present,20.36,32.40,,
26/06/2018,17:20:00,14.091,13.327,26.082,24.762,0.260,0.247,4.20,30.50,present,20.67,32.40,,
26/06/2018,17:30:00,14.566,13.564,26.902,25.171,0.269,0.251,4.20,30.90,present,20.29,33.30,,
26/06/2018,17:40:00,14.947,13.916,27.561,25.780,0.275,0.257,4.20,30.90,present,20.29,33.30,,
26/06/2018,17:50:00,14.827,13.860,27.354,25.684,0.273,0.256,4.20,30.80,present,19.29,33.90,,
26/06/2018,18:00:00,14.162,13.037,26.205,24.260,0.262,0.242,4.20,30.90,present,20.92,32.09,,
26/06/2018,18:10:00,13.343,12.476,24.789,23.292,0.247,0.232,4.19,28.50,present,0.00,0.00,,
26/06/2018,18:20:00,9.604,8.946,18.327,17.190,0.183,0.171,4.18,26.80,present,0.00,0.00,,
26/06/2018,18:30:00,5.397,4.579,11.057,9.642,0.110,0.096,4.17,24.90,present,0.00,0.00,,
26/06/2018,18:40:00,2.094,1.603,5.347,4.499,0.053,0.044,4.20,27.10,present,19.41,61.20,,
26/06/2018,18:50:00,0.515,0.265,2.619,2.187,0.026,0.021,4.19,24.30,present,0.00,0.00,,
26/06/2018,19:00:00,-0.096,-0.476,1.561,0.904,0.015,0.009,4.18,22.30,present,0.00,0.00,,
26/06/2018,19:10:00,-0.465,-0.769,0.924,0.398,0.009,0.003,4.17,20.90,not present,0.00,0.00,,
26/06/2018,19:20:00,-0.878,-1.476,0.210,-0.824,0.002,-0.008,4.16,20.00,not present,0.00,0.00,,
26/06/2018,19:30:00,-1.397,-1.725,-0.686,-1.254,-0.006,-0.012,4.15,19.50,not present,0.00,0.00,,
26/06/2018,19:40:00,-1.874,-2.132,-1.511,-1.957,-0.015,-0.019,4.15,19.29,not present,0.00,0.00,,
26/06/2018,19:50:00,-2.120,-2.498,-1.936,-2.589,-0.019,-0.025,4.14,19.50,present,0.00,0.00,,
26/06/2018,20:00:00,-2.166,-2.460,-2.016,-2.523,-0.020,-0.025,4.13,20.00,not present,0.00,0.00,,
26/06/2018,20:10:00,-2.019,-2.544,-1.761,-2.669,-0.017,-0.026,4.13,19.79,not present,0.00,0.00,,
26/06/2018,20:20:00,-2.165,-2.547,-2.014,-2.674,-0.020,-0.026,4.12,19.50,not present,0.00,0.00,,
26/06/2018,20:30:00,-2.388,-2.498,-2.400,-2.589,-0.024,-0.025,4.12,19.50,not present,0.00,0.00,,
26/06/2018,20:40:00,-2.407,-2.708,-2.432,-2.952,-0.024,-0.029,4.11,19.10,not present,0.00,0.00,,
26/06/2018,20:50:00,-2.226,-2.578,-2.120,-2.728,-0.021,-0.027,4.11,19.20,not present,0.00,0.00,,
26/06/2018,21:00:00,-2.401,-2.780,-2.421,-3.076,-0.024,-0.030,4.10,18.90,not present,0.00,0.00,,
26/06/2018,21:10:00,-2.480,-2.891,-2.558,-3.269,-0.025,-0.032,4.09,19.10,not present,0.00,0.00,,
26/06/2018,21:20:00,-2.658,-2.924,-2.866,-3.326,-0.028,-0.033,4.09,19.00,not present,0.00,0.00,,
26/06/2018,21:30:00,-2.412,-2.874,-2.441,-3.239,-0.024,-0.032,4.08,19.00,not present,0.00,0.00,,
26/06/2018,21:40:00,-2.533,-2.879,-2.651,-3.248,-0.026,-0.032,4.08,19.10,not present,0.00,0.00,,
26/06/2018,21:50:00,-2.515,-2.823,-2.618,-3.151,-0.026,-0.031,4.08,19.20,not present,0.00,0.00,,
26/06/2018,22:00:00,-2.577,-2.823,-2.726,-3.152,-0.027,-0.031,4.07,19.29,not present,0.00,0.00,,
26/06/2018,22:10:00,-2.443,-2.872,-2.494,-3.236,-0.024,-0.032,4.07,19.10,not present,0.00,0.00,,
26/06/2018,22:20:00,-2.509,-2.858,-2.608,-3.212,-0.026,-0.032,4.07,19.00,not present,0.00,0.00,,
26/06/2018,22:30:00,-2.521,-2.902,-2.630,-3.288,-0.026,-0.032,4.06,19.00,not present,0.00,0.00,,
26/06/2018,22:40:00,-2.490,-2.951,-2.575,-3.372,-0.025,-0.033,4.06,18.79,not present,0.00,0.00,,
26/06/2018,22:50:00,-2.517,-2.838,-2.623,-3.178,-0.026,-0.031,4.06,18.70,not present,0.00,0.00,,
26/06/2018,23:00:00,-2.459,-2.871,-2.522,-3.234,-0.025,-0.032,4.05,18.60,not present,0.00,0.00,,
26/06/2018,23:10:00,-2.443,-2.808,-2.494,-3.125,-0.024,-0.031,4.05,18.70,not present,0.00,0.00,,
26/06/2018,23:20:00,-2.283,-2.878,-2.217,-3.247,-0.022,-0.032,4.04,18.70,not present,0.00,0.00,,
26/06/2018,23:30:00,-2.510,-2.814,-2.611,-3.136,-0.026,-0.031,4.03,18.40,not present,0.00,0.00,,
26/06/2018,23:40:00,-2.566,-2.825,-2.707,-3.155,-0.027,-0.031,4.02,18.40,not present,0.00,0.00,,
26/06/2018,23:50:00,-2.336,-2.784,-2.309,-3.084,-0.023,-0.030,4.01,18.50,not present,0.00,0.00,,
27/06/2018,00:00:00,-2.623,-2.869,-2.805,-3.231,-0.028,-0.032,4.00,18.40,not present,0.00,0.00,,
27/06/2018,00:10:00,-2.427,-2.918,-2.467,-3.316,-0.024,-0.033,3.99,18.50,not present,0.00,0.00,,
27/06/2018,00:20:00,-2.373,-2.897,-2.373,-3.278,-0.023,-0.032,3.98,18.40,not present,0.00,0.00,,
27/06/2018,00:30:00,-2.334,-2.689,-2.305,-2.920,-0.023,-0.029,3.98,18.60,not present,0.00,0.00,,
27/06/2018,00:40:00,-2.217,-2.748,-2.104,-3.021,-0.021,-0.030,3.97,18.60,not present,0.00,0.00,,
27/06/2018,00:50:00,-2.253,-2.559,-2.165,-2.694,-0.021,-0.026,3.97,18.50,not present,0.00,0.00,,
27/06/2018,01:00:00,-2.119,-2.622,-1.934,-2.804,-0.019,-0.028,3.97,18.60,not present,0.00,0.00,,
27/06/2018,01:10:00,-2.181,-2.799,-2.041,-3.110,-0.020,-0.031,3.96,18.79,not present,0.00,0.00,,
27/06/2018,01:20:00,-2.136,-2.618,-1.964,-2.797,-0.019,-0.027,3.96,18.79,not present,0.00,0.00,,
27/06/2018,01:30:00,-2.068,-2.408,-1.846,-2.434,-0.018,-0.024,3.95,18.60,not present,0.00,0.00,,
27/06/2018,01:40:00,-2.065,-2.587,-1.842,-2.744,-0.018,-0.027,3.95,18.60,not present,0.00,0.00,,
27/06/2018,01:50:00,-2.052,-2.508,-1.818,-2.606,-0.018,-0.026,3.95,18.60,not present,0.00,0.00,,
27/06/2018,02:00:00,-2.032,-2.551,-1.784,-2.682,-0.017,-0.026,3.95,18.70,not present,0.00,0.00,,
27/06/2018,02:10:00,-1.909,-2.601,-1.572,-2.768,-0.015,-0.027,3.94,18.60,not present,0.00,0.00,,
27/06/2018,02:20:00,-1.876,-2.608,-1.514,-2.780,-0.015,-0.027,3.94,18.50,not present,0.00,0.00,,
27/06/2018,02:30:00,-2.287,-2.505,-2.225,-2.602,-0.022,-0.026,3.94,18.60,not present,0.00,0.00,,
27/06/2018,02:40:00,-2.029,-2.761,-1.778,-3.043,-0.017,-0.030,3.94,18.50,not present,0.00,0.00,,
27/06/2018,02:50:00,-2.116,-2.733,-1.929,-2.996,-0.019,-0.029,3.94,18.20,not present,0.00,0.00,,
27/06/2018,03:00:00,-2.111,-2.751,-1.920,-3.027,-0.019,-0.030,3.93,18.60,not present,0.00,0.00,,
27/06/2018,03:10:00,-2.084,-2.841,-1.874,-3.181,-0.018,-0.031,3.93,18.29,not present,0.00,0.00,,
27/06/2018,03:20:00,-2.229,-2.901,-2.124,-3.287,-0.021,-0.032,3.92,18.29,not present,0.00,0.00,,
27/06/2018,03:30:00,-2.273,-3.008,-2.201,-3.471,-0.022,-0.034,3.92,18.29,not present,0.00,0.00,,
27/06/2018,03:40:00,-2.228,-2.907,-2.122,-3.297,-0.021,-0.032,3.92,18.29,not present,0.00,0.00,,
27/06/2018,03:50:00,-2.085,-2.855,-1.875,-3.207,-0.018,-0.032,3.92,18.20,not present,0.00,0.00,,
27/06/2018,04:00:00,-2.258,-2.701,-2.174,-2.940,-0.021,-0.029,3.91,18.20,not present,0.00,0.00,,
27/06/2018,04:10:00,-2.389,-2.912,-2.401,-3.304,-0.024,-0.033,3.91,18.20,not present,0.00,0.00,,
27/06/2018,04:20:00,-2.386,-2.720,-2.396,-2.973,-0.023,-0.029,3.90,17.90,not present,0.00,0.00,,
27/06/2018,04:30:00,-2.399,-3.010,-2.419,-3.474,-0.024,-0.034,3.90,18.00,not present,0.00,0.00,,
27/06/2018,04:40:00,-2.303,-2.712,-2.253,-2.960,-0.022,-0.029,3.90,18.10,not present,0.00,0.00,,
27/06/2018,04:50:00,-2.235,-2.707,-2.135,-2.950,-0.021,-0.029,3.89,17.90,not present,0.00,0.00,,
27/06/2018,05:00:00,-2.309,-2.877,-2.263,-3.244,-0.022,-0.032,3.89,17.90,not present,0.00,0.00,,
27/06/2018,05:10:00,-2.236,-2.510,-2.136,-2.610,-0.021,-0.026,3.89,17.79,not present,0.00,0.00,,
27/06/2018,05:20:00,-2.087,-3.072,-1.880,-3.581,-0.018,-0.035,3.88,17.90,not present,0.00,0.00,,
27/06/2018,05:30:00,-2.190,-2.673,-2.056,-2.891,-0.020,-0.028,3.88,17.90,not present,0.00,0.00,,
27/06/2018,05:40:00,-2.305,-2.953,-2.256,-3.375,-0.022,-0.033,3.87,17.90,not present,0.00,0.00,,
27/06/2018,05:50:00,-2.389,-2.708,-2.402,-2.952,-0.024,-0.029,3.87,17.90,not present,0.00,0.00,,
27/06/2018,06:00:00,-2.066,-2.644,-1.843,-2.842,-0.018,-0.028,3.86,18.00,not present,0.00,0.00,,
27/06/2018,06:10:00,-1.967,-2.444,-1.672,-2.496,-0.016,-0.024,3.86,18.10,not present,0.00,0.00,,
27/06/2018,06:20:00,-2.105,-2.498,-1.911,-2.590,-0.019,-0.025,3.85,18.29,present,0.00,0.00,,
27/06/2018,06:30:00,-1.989,-2.656,-1.709,-2.862,-0.017,-0.028,3.85,18.60,present,0.00,0.00,,
27/06/2018,06:40:00,-1.843,-2.427,-1.457,-2.466,-0.014,-0.024,3.85,18.90,present,0.00,0.00,,
27/06/2018,06:50:00,-1.488,-2.209,-0.844,-2.090,-0.008,-0.020,3.85,19.20,present,0.00,0.00,,
27/06/2018,07:00:00,-0.900,-1.603,0.172,-1.042,0.001,-0.010,3.84,19.79,present,0.00,0.00,,
27/06/2018,07:10:00,-0.759,-1.320,0.415,-0.553,0.004,-0.005,3.84,20.00,present,0.00,0.00,,
27/06/2018,07:20:00,-0.832,-1.409,0.290,-0.707,0.002,-0.007,3.84,19.50,present,0.00,0.00,,
27/06/2018,07:30:00,-0.905,-1.515,0.163,-0.891,0.001,-0.008,3.83,19.70,present,0.00,0.00,,
27/06/2018,07:40:00,-1.102,-1.630,-0.177,-1.090,-0.001,-0.010,3.83,19.40,present,0.00,0.00,,
27/06/2018,07:50:00,-0.733,-1.230,0.460,-0.397,0.004,-0.003,3.83,20.10,present,0.00,0.00,,
27/06/2018,08:00:00,-0.272,-0.803,1.257,0.339,0.012,0.003,3.83,20.90,present,0.00,0.00,,
27/06/2018,08:10:00,0.001,-0.540,1.731,0.793,0.017,0.007,3.83,20.50,present,0.00,0.00,,
27/06/2018,08:20:00,0.246,-0.247,2.154,1.301,0.021,0.013,3.83,20.50,present,0.00,0.00,,
27/06/2018,08:30:00,0.307,-0.144,2.259,1.479,0.022,0.014,3.82,20.00,present,0.00,0.00,,
27/06/2018,08:40:00,0.038,-0.368,1.794,1.091,0.017,0.010,3.82,19.79,present,0.00,0.00,,
27/06/2018,08:50:00,0.302,-0.303,2.251,1.203,0.022,0.012,3.82,20.00,present,0.00,0.00,,
27/06/2018,09:00:00,0.251,-0.077,2.162,1.594,0.021,0.015,3.82,20.50,present,0.00,0.00,,
