Date,Time,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (∞C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
17/05/2018,9:50:00,3.271,1.73,7.382,4.718,0.073,0.047,4.2,34.2,present,19.87,48.3,
17/05/2018,10:00:00,3.234,1.686,7.319,4.642,0.073,0.046,4.2,31.9,present,19.89,36.59,
17/05/2018,10:10:00,3.11,1.712,7.104,4.687,0.071,0.046,4.2,30.7,present,20.04,33.9,
17/05/2018,10:20:00,3.16,1.655,7.19,4.59,0.071,0.045,4.2,30.7,present,20.04,33.9,
17/05/2018,10:30:00,2.966,1.372,6.854,4.1,0.068,0.041,4.2,29.5,present,20.08,33.3,
17/05/2018,10:40:00,2.763,1.43,6.504,4.201,0.065,0.042,4.2,29.7,present,19.94,33.9,
17/05/2018,10:50:00,2.99,1.628,6.896,4.541,0.068,0.045,4.2,29.3,present,20.19,33.3,
17/05/2018,11:00:00,2.733,1.351,6.452,4.064,0.064,0.04,4.2,29.5,present,20.36,33.3,
17/05/2018,11:10:00,2.969,1.646,6.86,4.574,0.068,0.045,4.2,29.6,present,20.25,33,
17/05/2018,11:20:00,2.587,1.294,6.2,3.966,0.062,0.039,4.2,29.8,present,20.5,33,
17/05/2018,11:30:00,2.986,1.629,6.889,4.543,0.068,0.045,4.2,31.3,present,20.19,33.9,
17/05/2018,11:40:00,3.434,2.157,7.664,5.456,0.076,0.054,4.2,31.8,present,19.91,34.2,
17/05/2018,11:50:00,3.472,2.144,7.729,5.433,0.077,0.054,4.2,31.8,present,19.66,34.2,
17/05/2018,12:00:00,3.313,1.885,7.455,4.986,0.074,0.049,4.2,31.1,present,19.71,33.3,
17/05/2018,12:10:00,2.971,1.554,6.863,4.414,0.068,0.044,4.2,30.1,present,20.07,32.7,
17/05/2018,12:20:00,2.644,1.478,6.298,4.283,0.062,0.042,4.2,29.9,present,20.36,32.7,
17/05/2018,12:30:00,2.755,1.637,6.491,4.558,0.064,0.045,4.2,30.7,present,20.29,33.3,
17/05/2018,12:40:00,3.366,1.692,7.546,4.652,0.075,0.046,4.2,31.3,present,20.19,33.59,
17/05/2018,12:50:00,3.381,2.124,7.572,5.399,0.075,0.053,4.2,32.7,present,19.77,34.2,
17/05/2018,13:00:00,3.525,2.387,7.822,5.853,0.078,0.058,4.2,33.2,present,19.7,34.5,
17/05/2018,13:10:00,3.885,2.659,8.442,6.325,0.084,0.063,4.2,33,present,19.79,33.59,
17/05/2018,13:20:00,3.926,2.321,8.513,5.74,0.085,0.057,4.2,31.6,present,19.69,33,
17/05/2018,13:30:00,3.687,2.384,8.102,5.849,0.081,0.058,4.2,30.5,present,19.54,33.3,
17/05/2018,13:40:00,3.044,1.43,6.989,4.2,0.069,0.042,4.2,29.6,present,20.18,32.4,
17/05/2018,13:50:00,2.997,1.521,6.908,4.357,0.069,0.043,4.2,29.9,present,20.28,32.4,
17/05/2018,14:00:00,4.246,2.892,9.068,6.728,0.09,0.067,4.2,31,present,19.31,34.5,
17/05/2018,14:10:00,3.911,2.562,8.489,6.157,0.084,0.061,4.2,30.8,present,19.9,33,
17/05/2018,14:20:00,4.327,2.956,9.207,6.838,0.092,0.068,4.2,30.8,present,19.9,33,
17/05/2018,14:30:00,3.785,2.223,8.271,5.571,0.082,0.055,4.2,30.8,present,20.2,32.4,
17/05/2018,14:40:00,3.468,2.109,7.722,5.374,0.077,0.053,4.2,30.8,present,19.96,32.7,
17/05/2018,14:50:00,3.751,2.374,8.211,5.832,0.082,0.058,4.2,32.09,present,20.01,33.9,
17/05/2018,15:00:00,3.892,2.613,8.455,6.245,0.084,0.062,4.2,34.9,present,20.02,34.2,
17/05/2018,15:10:00,3.707,2.329,8.136,5.754,0.081,0.057,4.2,35.3,present,20.23,33.9,
17/05/2018,15:20:00,4.315,2.854,9.186,6.662,0.091,0.066,4.2,35.5,present,20.08,33.9,
17/05/2018,15:30:00,3.921,2.482,8.505,6.018,0.085,0.06,4.2,37.59,present,19.87,34.5,
17/05/2018,15:40:00,3.652,2.435,8.04,5.937,0.08,0.059,4.2,37.8,present,19.84,34.2,
17/05/2018,15:50:00,3.282,1.928,7.4,5.061,0.074,0.05,4.2,35.8,present,19.96,32.7,
17/05/2018,16:00:00,2.286,1.154,5.68,3.723,0.056,0.037,4.2,36.4,present,20.15,33.59,
17/05/2018,16:10:00,2.669,1.545,6.341,4.399,0.063,0.043,4.2,38,present,20.09,34.2,
17/05/2018,16:20:00,3.059,1.596,7.016,4.487,0.07,0.044,4.2,35,present,20.18,32.4,
17/05/2018,16:30:00,2.046,0.716,5.265,2.965,0.052,0.029,4.2,31.4,present,19.86,32.09,
17/05/2018,16:40:00,0.891,-0.292,3.269,1.223,0.032,0.012,4.2,29.3,present,20.88,31.2,
17/05/2018,16:50:00,1.411,0.199,4.167,2.073,0.041,0.02,4.2,30.4,present,20.32,32.7,
17/05/2018,17:00:00,1.722,0.556,4.704,2.689,0.047,0.026,4.2,30.1,present,20.32,32.4,
17/05/2018,17:10:00,1.552,0.279,4.412,2.21,0.044,0.022,4.2,29.1,present,20.15,32.7,
17/05/2018,17:20:00,1.533,0.31,4.377,2.264,0.043,0.022,4.2,29.5,present,20.25,32.4,
17/05/2018,17:30:00,1.759,0.62,4.769,2.801,0.047,0.028,4.2,29.9,present,20.25,32.7,
17/05/2018,17:40:00,1.295,-0.061,3.967,1.622,0.039,0.016,4.2,29.7,present,20.32,32.09,
17/05/2018,17:50:00,1.381,0.164,4.115,2.012,0.041,0.02,4.2,30.9,present,20.15,33,
17/05/2018,18:00:00,1.075,-0.125,3.587,1.511,0.035,0.015,4.2,31.4,present,20.01,33,
17/05/2018,18:10:00,0.967,-0.292,3.4,1.222,0.034,0.012,4.2,31,present,20.01,33,
17/05/2018,18:20:00,0.696,-0.245,2.931,1.303,0.029,0.013,4.2,29.6,present,19.89,32.4,
17/05/2018,18:30:00,0.378,-0.501,2.383,0.86,0.023,0.008,4.2,27.5,present,8.24,101.4,
17/05/2018,18:40:00,0.696,-0.365,2.931,1.096,0.029,0.01,4.19,24.6,present,7.45,81.9,
17/05/2018,18:50:00,0.092,-0.785,1.888,0.371,0.018,0.003,4.19,22.3,present,0,0,
17/05/2018,19:00:00,-0.148,-1.263,1.471,-0.454,0.014,-0.004,4.18,20.4,present,0,0,
17/05/2018,19:10:00,-0.253,-1.409,1.289,-0.707,0.012,-0.007,4.17,18.7,present,0,0,
17/05/2018,19:20:00,-0.445,-1.568,0.958,-0.982,0.009,-0.009,4.17,17.29,present,0,0,
17/05/2018,19:30:00,-0.601,-1.736,0.689,-1.272,0.006,-0.012,4.16,16.29,present,0,0,
17/05/2018,19:40:00,-0.825,-1.756,0.302,-1.307,0.003,-0.013,4.15,15.3,present,0,0,
17/05/2018,19:50:00,-1.025,-1.875,-0.044,-1.513,0,-0.015,4.15,14.4,not present,0,0,
17/05/2018,20:00:00,-1.131,-2.033,-0.226,-1.786,-0.002,-0.017,4.14,13.8,not present,0,0,
17/05/2018,20:10:00,-1.289,-2.199,-0.5,-2.073,-0.005,-0.02,4.13,12.9,not present,0,0,
17/05/2018,20:20:00,-1.344,-2.112,-0.595,-1.921,-0.005,-0.019,4.13,12.3,not present,0,0,
17/05/2018,20:30:00,-1.447,-2.284,-0.772,-2.219,-0.007,-0.022,4.12,12,not present,0,0,
17/05/2018,20:40:00,-1.565,-2.395,-0.977,-2.411,-0.009,-0.024,4.11,11.8,not present,0,0,
17/05/2018,20:50:00,-1.614,-2.446,-1.062,-2.499,-0.01,-0.024,4.11,11.2,not present,0,0,
17/05/2018,21:00:00,-1.724,-2.587,-1.252,-2.744,-0.012,-0.027,4.1,11.3,not present,0,0,
17/05/2018,21:10:00,-1.703,-2.604,-1.216,-2.773,-0.012,-0.027,4.1,11,not present,0,0,
17/05/2018,21:20:00,-1.759,-2.54,-1.312,-2.661,-0.013,-0.026,4.09,10.8,not present,0,0,
17/05/2018,21:40:00,-1.971,-2.679,-1.679,-2.902,-0.016,-0.029,4.08,10.7,not present,0,0,
17/05/2018,21:50:00,-1.893,-2.722,-1.543,-2.976,-0.015,-0.029,4.08,10.5,not present,0,0,
17/05/2018,22:00:00,-1.875,-2.875,-1.512,-3.241,-0.015,-0.032,4.07,10.6,not present,0,0,
17/05/2018,22:10:00,-1.862,-2.716,-1.49,-2.966,-0.014,-0.029,4.07,10.1,not present,0,0,
17/05/2018,22:20:00,-2.037,-2.731,-1.793,-2.992,-0.017,-0.029,4.07,10.1,not present,0,0,
17/05/2018,22:30:00,-2.061,-2.688,-1.834,-2.918,-0.018,-0.029,4.06,10.1,not present,0,0,
17/05/2018,22:40:00,-2.109,-2.81,-1.917,-3.129,-0.019,-0.031,4.06,10,not present,0,0,
17/05/2018,22:50:00,-2.139,-2.775,-1.969,-3.068,-0.019,-0.03,4.06,9.8,not present,0,0,
17/05/2018,23:20:00,-2.129,-2.851,-1.952,-3.2,-0.019,-0.032,4.03,9.5,not present,0,0,
17/05/2018,23:30:00,-2.234,-3.138,-2.133,-3.696,-0.021,-0.036,4.02,9.5,not present,0,0,
17/05/2018,23:40:00,-2.086,-2.832,-1.876,-3.167,-0.018,-0.031,4.01,9.5,not present,0,0,
17/05/2018,23:50:00,-2.356,-3.076,-2.344,-3.588,-0.023,-0.035,4,9.3,not present,0,0,
18/05/2018,0:00:00,-2.209,-2.943,-2.09,-3.359,-0.02,-0.033,3.99,9.39,not present,0,0,
18/05/2018,0:10:00,-1.991,-3.021,-1.713,-3.493,-0.017,-0.034,3.98,9.3,not present,0,0,
18/05/2018,0:20:00,-2.251,-2.956,-2.163,-3.381,-0.021,-0.033,3.98,9.2,not present,0,0,
18/05/2018,0:30:00,-2.28,-3.01,-2.212,-3.475,-0.022,-0.034,3.97,9.2,not present,0,0,
18/05/2018,0:40:00,-2.324,-3.106,-2.288,-3.64,-0.022,-0.036,3.96,9.2,not present,0,0,
18/05/2018,0:50:00,-2.251,-2.87,-2.162,-3.232,-0.021,-0.032,3.96,9,not present,0,0,
18/05/2018,1:00:00,-2.291,-3.113,-2.231,-3.653,-0.022,-0.036,3.96,8.89,not present,0,0,
18/05/2018,1:10:00,-2.295,-3.122,-2.238,-3.668,-0.022,-0.036,3.95,8.8,not present,0,0,
18/05/2018,1:20:00,-2.382,-3.024,-2.389,-3.499,-0.023,-0.034,3.95,8.89,not present,0,0,
18/05/2018,1:30:00,-2.206,-3.08,-2.085,-3.595,-0.02,-0.035,3.95,9,not present,0,0,
18/05/2018,1:40:00,-2.271,-3.134,-2.196,-3.688,-0.021,-0.036,3.94,8.89,not present,0,0,
18/05/2018,1:50:00,-2.405,-3.235,-2.428,-3.862,-0.024,-0.038,3.94,8.7,not present,0,0,
18/05/2018,2:00:00,-2.308,-3.234,-2.261,-3.861,-0.022,-0.038,3.94,8.7,not present,0,0,
18/05/2018,2:10:00,-2.332,-3.081,-2.302,-3.596,-0.023,-0.035,3.94,8.7,not present,0,0,
18/05/2018,2:20:00,-2.35,-3.088,-2.334,-3.609,-0.023,-0.036,3.93,8.6,not present,0,0,
18/05/2018,2:30:00,-2.362,-3.192,-2.355,-3.789,-0.023,-0.037,3.93,8.8,not present,0,0,
18/05/2018,2:40:00,-2.355,-3.225,-2.343,-3.846,-0.023,-0.038,3.93,8.7,not present,0,0,
18/05/2018,2:50:00,-2.401,-3.268,-2.422,-3.92,-0.024,-0.039,3.93,8.7,not present,0,0,
18/05/2018,3:00:00,-2.383,-3.319,-2.39,-4.008,-0.023,-0.04,3.92,8.8,not present,0,0,
18/05/2018,3:10:00,-2.528,-3.215,-2.642,-3.829,-0.026,-0.038,3.92,8.8,not present,0,0,
18/05/2018,3:20:00,-2.512,-3.183,-2.614,-3.773,-0.026,-0.037,3.92,8.7,not present,0,0,
18/05/2018,3:30:00,-2.411,-3.204,-2.439,-3.809,-0.024,-0.038,3.91,8.89,not present,0,0,
18/05/2018,3:40:00,-2.541,-3.247,-2.664,-3.883,-0.026,-0.038,3.91,8.89,not present,0,0,
18/05/2018,3:50:00,-2.542,-3.305,-2.666,-3.985,-0.026,-0.039,3.91,9,not present,0,0,
18/05/2018,4:00:00,-2.393,-3.208,-2.408,-3.817,-0.024,-0.038,3.9,9.2,not present,0,0,
18/05/2018,4:10:00,-2.423,-3.224,-2.46,-3.843,-0.024,-0.038,3.9,9.39,not present,0,0,
18/05/2018,4:20:00,-2.546,-3.229,-2.672,-3.853,-0.026,-0.038,3.9,9.3,not present,0,0,
18/05/2018,4:30:00,-2.45,-3.087,-2.507,-3.608,-0.025,-0.036,3.89,9.5,not present,0,0,
18/05/2018,4:40:00,-2.338,-2.987,-2.313,-3.435,-0.023,-0.034,3.89,9.5,not present,0,0,
18/05/2018,4:50:00,-2.445,-2.956,-2.497,-3.381,-0.024,-0.033,3.89,9.5,not present,0,0,
18/05/2018,5:00:00,-2.366,-2.929,-2.362,-3.335,-0.023,-0.033,3.88,9.6,not present,0,0,
18/05/2018,5:10:00,-2.249,-2.992,-2.159,-3.443,-0.021,-0.034,3.88,9.5,not present,0,0,
18/05/2018,5:20:00,-2.132,-3.106,-1.958,-3.64,-0.019,-0.036,3.87,9.5,not present,0,0,
18/05/2018,5:30:00,-2.13,-3.107,-1.954,-3.642,-0.019,-0.036,3.87,9.6,not present,0,0,
18/05/2018,5:40:00,-2.23,-2.907,-2.127,-3.296,-0.021,-0.032,3.87,9.5,not present,0,0,
18/05/2018,5:50:00,-2.126,-2.897,-1.947,-3.279,-0.019,-0.032,3.86,9.6,not present,0,0,
18/05/2018,6:00:00,-2.091,-2.884,-1.887,-3.256,-0.018,-0.032,3.86,9.89,present,0,0,
18/05/2018,6:10:00,-2.1,-3.024,-1.901,-3.498,-0.019,-0.034,3.85,10.3,present,0,0,
18/05/2018,6:20:00,-2.099,-2.952,-1.9,-3.374,-0.019,-0.033,3.85,10.6,present,0,0,
18/05/2018,6:30:00,-2.063,-2.823,-1.837,-3.151,-0.018,-0.031,3.85,11,present,0,0,
18/05/2018,6:40:00,-1.829,-2.828,-1.433,-3.16,-0.014,-0.031,3.85,11.4,present,0,0,
18/05/2018,6:50:00,-1.808,-2.493,-1.397,-2.581,-0.013,-0.025,3.84,11.2,present,0,0,
18/05/2018,7:00:00,-1.648,-2.533,-1.12,-2.649,-0.011,-0.026,3.84,12.1,present,0,0,
18/05/2018,7:10:00,-1.676,-2.553,-1.168,-2.685,-0.011,-0.026,3.85,13.8,present,7.78,96.6,
18/05/2018,7:20:00,-1.63,-2.317,-1.088,-2.277,-0.01,-0.022,3.86,19.5,present,8.96,134.7,
18/05/2018,7:30:00,-1.291,-2.073,-0.503,-1.855,-0.005,-0.018,3.9,27.7,present,18.53,148.5,
18/05/2018,7:40:00,-0.972,-2.021,0.047,-1.765,0,-0.017,3.92,31.5,present,18.73,147,
18/05/2018,7:50:00,-0.804,-1.701,0.337,-1.211,0.003,-0.012,3.94,33.4,present,18.87,146.39,
18/05/2018,8:00:00,-0.164,-1.429,1.444,-0.742,0.014,-0.007,3.96,34.9,present,18.34,151.8,
18/05/2018,8:10:00,-0.23,-1.188,1.33,-0.325,0.013,-0.003,3.98,35.9,present,18.54,149.7,
18/05/2018,8:20:00,0.442,-0.7,2.493,0.518,0.024,0.005,4,36.4,present,17.92,156.6,
18/05/2018,8:30:00,0.674,-0.449,2.894,0.951,0.028,0.009,4.02,37.7,present,17.92,156.89,
18/05/2018,8:40:00,1.028,-0.323,3.505,1.169,0.035,0.011,4.06,38,present,17.66,159.6,
18/05/2018,8:50:00,1.253,-0.061,3.895,1.622,0.038,0.016,4.09,38,present,18.35,152.1,
18/05/2018,9:00:00,1.492,0.302,4.308,2.25,0.043,0.022,4.12,38.5,present,17.82,157.8,
18/05/2018,9:10:00,1.667,0.236,4.609,2.136,0.046,0.021,4.15,38.59,present,18.18,153.89,
18/05/2018,9:20:00,1.578,0.315,4.456,2.273,0.044,0.022,4.17,35.3,present,18.76,82.5,
18/05/2018,9:30:00,1.841,0.412,4.911,2.44,0.049,0.024,4.18,32.7,present,20.5,73.5,
18/05/2018,9:40:00,1.734,0.596,4.726,2.758,0.047,0.027,4.2,30.7,present,20.29,56.4,
18/05/2018,9:50:00,2.148,0.926,5.442,3.329,0.054,0.033,4.2,27.8,present,20.43,37.5,
18/05/2018,10:00:00,2.341,0.875,5.775,3.24,0.057,0.032,4.2,26.7,present,20.33,34.2,
18/05/2018,10:10:00,2.35,1.009,5.79,3.472,0.057,0.034,4.2,26.7,present,20.33,34.2,
18/05/2018,10:20:00,2.301,0.829,5.706,3.161,0.057,0.031,4.2,25.2,present,20.32,33,
18/05/2018,10:30:00,2.39,1.06,5.859,3.561,0.058,0.035,4.2,25.7,present,20.25,33,
18/05/2018,10:40:00,2.511,0.928,6.068,3.332,0.06,0.033,4.2,26,present,20.19,33.3,
18/05/2018,10:50:00,2.759,1.306,6.497,3.985,0.064,0.039,4.2,26.3,present,20.08,33.3,
18/05/2018,11:00:00,2.485,1.233,6.023,3.86,0.06,0.038,4.2,26.9,present,20.21,33.3,
18/05/2018,11:10:00,2.659,1.23,6.324,3.854,0.063,0.038,4.2,26.9,present,20.21,33,
18/05/2018,11:20:00,2.722,1.472,6.432,4.273,0.064,0.042,4.2,26.9,present,20.21,33,
18/05/2018,11:30:00,2.671,1.27,6.344,3.924,0.063,0.039,4.2,27.8,present,20.21,33,
18/05/2018,11:40:00,2.469,1.052,5.996,3.546,0.059,0.035,4.2,28.4,present,20.01,33.3,
18/05/2018,11:50:00,3.068,1.747,7.03,4.747,0.07,0.047,4.2,29.1,present,19.94,33.59,
18/05/2018,12:00:00,2.604,1.092,6.229,3.616,0.062,0.036,4.2,29.3,present,20.18,32.7,
18/05/2018,12:10:00,2.878,1.423,6.702,4.188,0.067,0.041,4.2,28.6,present,20.28,32.4,
18/05/2018,12:20:00,2.526,1.247,6.095,3.884,0.06,0.038,4.2,28.4,present,20.45,32.4,
18/05/2018,12:30:00,2.614,1.464,6.247,4.259,0.062,0.042,4.2,28.8,present,20.28,32.4,
18/05/2018,12:40:00,2.392,1.037,5.863,3.521,0.058,0.035,4.2,28.7,present,20.32,32.4,
18/05/2018,12:50:00,2.894,1.611,6.73,4.513,0.067,0.045,4.2,28.7,present,20.11,32.7,
18/05/2018,13:00:00,2.567,1.163,6.166,3.739,0.061,0.037,4.2,28.4,present,20.99,31.5,
18/05/2018,13:10:00,2.799,1.465,6.566,4.261,0.065,0.042,4.2,28.2,present,20.63,31.8,
18/05/2018,13:20:00,3.054,1.723,7.007,4.707,0.07,0.047,4.2,28.6,present,19.96,33,
18/05/2018,13:30:00,3.44,2.101,7.675,5.36,0.076,0.053,4.2,29,present,20.11,32.7,
18/05/2018,13:40:00,3.432,2.187,7.66,5.509,0.076,0.055,4.2,29.1,present,19.71,33.3,
18/05/2018,13:50:00,2.73,1.386,6.447,4.124,0.064,0.041,4.2,29.2,present,19.96,33,
18/05/2018,14:00:00,2.848,1.538,6.651,4.387,0.066,0.043,4.2,29.5,present,19.96,33,
18/05/2018,14:10:00,2.86,1.63,6.671,4.545,0.066,0.045,4.2,28.6,present,19.79,32.7,
18/05/2018,14:20:00,2.162,0.962,5.466,3.392,0.054,0.033,4.2,27.9,present,20.07,32.4,
18/05/2018,14:30:00,1.898,0.657,5.008,2.864,0.05,0.028,4.2,27.7,present,20.25,32.09,
18/05/2018,14:40:00,1.75,0.491,4.753,2.578,0.047,0.025,4.2,26.8,present,19.93,32.4,
18/05/2018,14:50:00,1.741,0.482,4.738,2.561,0.047,0.025,4.2,25.7,present,20.35,31.8,
18/05/2018,15:00:00,1.365,0.272,4.088,2.199,0.04,0.021,4.2,25.5,present,19.54,34.2,
18/05/2018,15:10:00,1.079,-0.141,3.593,1.483,0.035,0.014,4.2,24.6,present,20.17,31.8,
18/05/2018,15:20:00,0.825,-0.234,3.154,1.322,0.031,0.013,4.2,23.9,present,19.61,32.7,
18/05/2018,15:30:00,0.79,-0.262,3.093,1.274,0.03,0.012,4.19,22.7,present,0,0,
18/05/2018,15:40:00,-0.064,-0.992,1.616,0.012,0.016,0,4.18,20.4,present,0,0,
18/05/2018,15:50:00,-0.746,-1.614,0.437,-1.062,0.004,-0.01,4.18,18.5,present,0,0,
18/05/2018,16:00:00,-1.172,-2.015,-0.298,-1.754,-0.002,-0.017,4.17,17.4,present,0,0,
18/05/2018,16:10:00,-1.297,-2.244,-0.513,-2.151,-0.005,-0.021,4.17,17.1,present,0,0,
18/05/2018,16:20:00,-1.612,-2.509,-1.059,-2.609,-0.01,-0.026,4.16,18.1,present,6.78,72.9,
18/05/2018,16:30:00,-1.789,-2.676,-1.363,-2.897,-0.013,-0.028,4.16,17.9,present,0,0,
18/05/2018,16:40:00,-1.841,-2.66,-1.454,-2.87,-0.014,-0.028,4.16,17.9,present,0,0,
18/05/2018,16:50:00,-2.011,-2.805,-1.748,-3.119,-0.017,-0.031,4.16,17.9,present,6.38,63.3,
18/05/2018,17:00:00,-1.801,-2.75,-1.385,-3.024,-0.013,-0.03,4.15,17.79,present,0,0,
18/05/2018,17:10:00,-1.734,-2.398,-1.27,-2.416,-0.012,-0.024,4.15,18.29,present,0,0,
18/05/2018,17:20:00,-1.503,-2.48,-0.87,-2.558,-0.008,-0.025,4.15,17.9,present,0,0,
18/05/2018,17:30:00,-1.554,-2.258,-0.957,-2.175,-0.009,-0.021,4.14,17.29,present,0,0,
18/05/2018,17:40:00,-1.688,-2.497,-1.189,-2.588,-0.011,-0.025,4.14,17.1,present,0,0,
18/05/2018,17:50:00,-1.583,-2.448,-1.008,-2.502,-0.01,-0.025,4.15,18.7,present,7.98,95.1,
18/05/2018,18:00:00,-1.525,-2.434,-0.907,-2.479,-0.009,-0.024,4.14,18.7,present,7.16,76.8,
18/05/2018,18:10:00,-1.449,-2.342,-0.776,-2.319,-0.007,-0.023,4.13,17.7,present,0,0,
18/05/2018,18:20:00,-1.37,-2.406,-0.64,-2.43,-0.006,-0.024,4.13,16.5,present,0,0,
18/05/2018,18:30:00,-1.474,-2.259,-0.819,-2.176,-0.008,-0.021,4.12,15.9,present,0,0,
18/05/2018,18:40:00,-1.453,-2.365,-0.783,-2.359,-0.007,-0.023,4.11,15.2,present,0,0,
18/05/2018,18:50:00,-1.522,-2.567,-0.902,-2.709,-0.009,-0.027,4.11,14.6,not present,0,0,
18/05/2018,19:00:00,-1.643,-2.496,-1.111,-2.586,-0.011,-0.025,4.1,14.3,not present,0,0,
18/05/2018,19:10:00,-1.742,-2.49,-1.282,-2.576,-0.012,-0.025,4.1,14.1,not present,0,0,
18/05/2018,19:20:00,-1.703,-2.545,-1.216,-2.67,-0.012,-0.026,4.09,13.5,not present,0,0,
18/05/2018,19:30:00,-1.828,-2.712,-1.432,-2.96,-0.014,-0.029,4.09,13.8,not present,0,0,
18/05/2018,19:40:00,-1.888,-2.823,-1.536,-3.152,-0.015,-0.031,4.08,13.3,not present,0,0,
18/05/2018,19:50:00,-2.033,-2.818,-1.786,-3.142,-0.017,-0.031,4.08,12.9,not present,0,0,
18/05/2018,20:00:00,-2.065,-2.955,-1.841,-3.379,-0.018,-0.033,4.08,12.9,not present,0,0,
18/05/2018,20:10:00,-2.129,-3.008,-1.951,-3.471,-0.019,-0.034,4.07,12.5,not present,0,0,
18/05/2018,20:20:00,-2.237,-3.031,-2.138,-3.511,-0.021,-0.035,4.07,12.4,not present,0,0,
18/05/2018,20:30:00,-2.386,-3.192,-2.396,-3.789,-0.023,-0.037,4.06,12.5,not present,0,0,
18/05/2018,20:40:00,-2.381,-3.196,-2.388,-3.795,-0.023,-0.037,4.06,12.5,not present,0,0,
18/05/2018,20:50:00,-2.363,-3.082,-2.355,-3.598,-0.023,-0.035,4.06,12.4,not present,0,0,
18/05/2018,21:00:00,-2.432,-3.126,-2.475,-3.675,-0.024,-0.036,4.05,12.6,not present,0,0,
18/05/2018,21:10:00,-2.438,-3.386,-2.485,-4.124,-0.024,-0.041,4.05,12.6,not present,0,0,
18/05/2018,21:20:00,-2.634,-3.501,-2.825,-4.322,-0.028,-0.043,4.04,12.8,not present,0,0,
18/05/2018,21:30:00,-2.529,-3.227,-2.643,-3.849,-0.026,-0.038,4.03,12.9,not present,0,0,
18/05/2018,21:40:00,-2.644,-3.543,-2.842,-4.396,-0.028,-0.043,4.02,12.9,not present,0,0,
18/05/2018,21:50:00,-2.634,-3.334,-2.825,-4.035,-0.028,-0.04,4.01,13.1,not present,0,0,
18/05/2018,22:00:00,-2.577,-3.393,-2.726,-4.137,-0.027,-0.041,4,13.3,not present,0,0,
18/05/2018,22:10:00,-2.474,-3.238,-2.548,-3.868,-0.025,-0.038,3.99,13.3,not present,0,0,
18/05/2018,22:20:00,-2.625,-3.357,-2.808,-4.075,-0.028,-0.04,3.98,13.4,not present,0,0,
18/05/2018,22:30:00,-2.577,-3.258,-2.727,-3.903,-0.027,-0.039,3.98,13.7,not present,0,0,
18/05/2018,22:40:00,-2.57,-3.227,-2.714,-3.85,-0.027,-0.038,3.97,13.4,not present,0,0,
18/05/2018,22:50:00,-2.449,-3.297,-2.505,-3.97,-0.025,-0.039,3.97,13.4,not present,0,0,
18/05/2018,23:00:00,-2.587,-3.277,-2.743,-3.935,-0.027,-0.039,3.96,13.7,not present,0,0,
18/05/2018,23:10:00,-2.553,-3.327,-2.684,-4.022,-0.026,-0.04,3.96,13.4,not present,0,0,
18/05/2018,23:20:00,-2.423,-3.248,-2.46,-3.885,-0.024,-0.038,3.95,13.2,not present,0,0,
18/05/2018,23:30:00,-2.506,-3.295,-2.603,-3.967,-0.026,-0.039,3.95,13.4,not present,0,0,
18/05/2018,23:40:00,-2.573,-3.272,-2.72,-3.927,-0.027,-0.039,3.95,13.3,not present,0,0,
18/05/2018,23:50:00,-2.42,-3.352,-2.454,-4.065,-0.024,-0.04,3.94,13.3,not present,0,0,
19/05/2018,0:00:00,-2.461,-3.258,-2.526,-3.903,-0.025,-0.039,3.94,13.4,not present,0,0,
19/05/2018,0:10:00,-2.599,-3.215,-2.763,-3.828,-0.027,-0.038,3.94,13.2,not present,0,0,
19/05/2018,0:20:00,-2.444,-3.323,-2.496,-4.014,-0.024,-0.04,3.94,13.1,not present,0,0,
19/05/2018,0:30:00,-2.504,-3.334,-2.6,-4.034,-0.026,-0.04,3.94,13,not present,0,0,
19/05/2018,0:40:00,-2.556,-3.233,-2.689,-3.86,-0.026,-0.038,3.94,13,not present,0,0,
19/05/2018,0:50:00,-2.393,-3.24,-2.407,-3.872,-0.024,-0.038,3.93,12.8,not present,0,0,
19/05/2018,1:00:00,-2.576,-3.288,-2.724,-3.954,-0.027,-0.039,3.93,12.9,not present,0,0,
19/05/2018,1:10:00,-2.539,-3.357,-2.661,-4.073,-0.026,-0.04,3.92,12.9,not present,0,0,
19/05/2018,1:20:00,-2.544,-3.396,-2.669,-4.141,-0.026,-0.041,3.92,12.9,not present,0,0,
19/05/2018,1:30:00,-2.439,-3.341,-2.488,-4.047,-0.024,-0.04,3.92,13.1,not present,0,0,
19/05/2018,1:40:00,-2.609,-3.216,-2.781,-3.831,-0.027,-0.038,3.92,12.9,not present,0,0,
19/05/2018,1:50:00,-2.423,-3.325,-2.459,-4.019,-0.024,-0.04,3.91,12.9,not present,0,0,
19/05/2018,2:00:00,-2.462,-3.394,-2.527,-4.138,-0.025,-0.041,3.91,12.9,not present,0,0,
19/05/2018,2:10:00,-2.455,-3.431,-2.515,-4.202,-0.025,-0.042,3.9,12.7,not present,0,0,
19/05/2018,2:20:00,-2.622,-3.388,-2.804,-4.127,-0.028,-0.041,3.9,12.8,not present,0,0,
