Date,Time,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (∞C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
19/05/2018,2:30:00,-2.589,-3.313,-2.746,-3.998,-0.027,-0.039,3.9,12.8,not present,0,0,
19/05/2018,2:40:00,-2.554,-3.208,-2.687,-3.816,-0.026,-0.038,3.89,12.8,not present,0,0,
19/05/2018,2:50:00,-2.584,-3.259,-2.737,-3.905,-0.027,-0.039,3.89,12.7,not present,0,0,
19/05/2018,3:00:00,-2.494,-3.352,-2.582,-4.066,-0.025,-0.04,3.89,12.8,not present,0,0,
19/05/2018,3:10:00,-2.667,-3.358,-2.881,-4.075,-0.028,-0.04,3.88,12.7,not present,0,0,
19/05/2018,3:20:00,-2.555,-3.434,-2.688,-4.206,-0.026,-0.042,3.88,12.8,not present,0,0,
19/05/2018,3:30:00,-2.619,-3.317,-2.798,-4.004,-0.027,-0.04,3.87,12.7,not present,0,0,
19/05/2018,3:40:00,-2.684,-3.335,-2.911,-4.035,-0.029,-0.04,3.87,12.7,not present,0,0,
19/05/2018,3:50:00,-2.588,-3.369,-2.744,-4.094,-0.027,-0.04,3.87,12.7,not present,0,0,
19/05/2018,4:00:00,-2.52,-3.345,-2.627,-4.053,-0.026,-0.04,3.86,12.7,not present,0,0,
19/05/2018,4:10:00,-2.596,-3.326,-2.759,-4.021,-0.027,-0.04,3.86,12.6,not present,0,0,
19/05/2018,4:20:00,-2.697,-3.345,-2.933,-4.053,-0.029,-0.04,3.85,12.5,not present,0,0,
19/05/2018,4:30:00,-2.726,-3.331,-2.984,-4.029,-0.029,-0.04,3.85,12.7,not present,0,0,
19/05/2018,4:40:00,-2.498,-3.346,-2.59,-4.056,-0.025,-0.04,3.85,12.5,not present,0,0,
19/05/2018,4:50:00,-2.49,-3.331,-2.575,-4.03,-0.025,-0.04,3.84,12.5,not present,0,0,
19/05/2018,5:00:00,-2.616,-3.309,-2.793,-3.991,-0.027,-0.039,3.84,12.6,not present,0,0,
19/05/2018,5:10:00,-2.596,-3.405,-2.759,-4.157,-0.027,-0.041,3.83,12.5,not present,0,0,
19/05/2018,5:20:00,-2.559,-3.44,-2.695,-4.218,-0.026,-0.042,3.83,12.5,not present,0,0,
19/05/2018,5:30:00,-2.626,-3.344,-2.811,-4.051,-0.028,-0.04,3.83,12.6,not present,0,0,
19/05/2018,5:40:00,-2.561,-3.312,-2.699,-3.997,-0.026,-0.039,3.83,12.5,not present,0,0,
19/05/2018,5:50:00,-2.579,-3.529,-2.729,-4.371,-0.027,-0.043,3.82,12.5,not present,0,0,
19/05/2018,6:00:00,-2.719,-3.267,-2.971,-3.918,-0.029,-0.039,3.82,12.8,not present,0,0,
19/05/2018,6:10:00,-2.7,-3.295,-2.939,-3.967,-0.029,-0.039,3.82,12.8,present,0,0,
19/05/2018,6:20:00,-2.605,-3.347,-2.774,-4.057,-0.027,-0.04,3.81,12.9,present,0,0,
19/05/2018,6:30:00,-2.72,-3.591,-2.974,-4.479,-0.029,-0.044,3.81,13.3,present,0,0,
19/05/2018,6:40:00,-2.524,-3.392,-2.634,-4.134,-0.026,-0.041,3.81,13.3,present,0,0,
19/05/2018,6:50:00,-2.633,-3.324,-2.823,-4.017,-0.028,-0.04,3.81,13.2,present,0,0,
19/05/2018,7:00:00,-2.553,-3.219,-2.684,-3.835,-0.026,-0.038,3.8,13.3,present,0,0,
19/05/2018,7:10:00,-2.571,-3.492,-2.716,-4.308,-0.027,-0.043,3.8,13.2,present,0,0,
19/05/2018,7:20:00,-2.594,-3.42,-2.755,-4.183,-0.027,-0.041,3.8,13.3,present,0,0,
19/05/2018,7:30:00,-2.583,-3.368,-2.736,-4.093,-0.027,-0.04,3.8,13.5,present,0,0,
19/05/2018,7:40:00,-2.65,-3.352,-2.852,-4.065,-0.028,-0.04,3.8,14,present,0,0,
19/05/2018,7:50:00,-2.598,-3.422,-2.762,-4.186,-0.027,-0.041,3.79,14.3,present,0,0,
19/05/2018,8:00:00,-2.607,-3.414,-2.777,-4.173,-0.027,-0.041,3.79,14.9,present,0,0,
19/05/2018,8:10:00,-2.62,-3.374,-2.801,-4.104,-0.028,-0.041,3.79,15.5,present,0,0,
19/05/2018,8:20:00,-2.667,-3.442,-2.881,-4.221,-0.028,-0.042,3.79,16.1,present,0,0,
19/05/2018,8:30:00,-2.434,-3.283,-2.478,-3.946,-0.024,-0.039,3.79,16.4,present,0,0,
19/05/2018,8:40:00,-2.406,-3.295,-2.431,-3.968,-0.024,-0.039,3.79,16.4,present,0,0,
19/05/2018,8:50:00,-2.426,-3.158,-2.465,-3.73,-0.024,-0.037,3.79,17.4,present,0,0,
19/05/2018,9:00:00,-2.406,-3.18,-2.43,-3.769,-0.024,-0.037,3.79,18.29,present,0,0,
19/05/2018,9:10:00,-2.302,-3.167,-2.25,-3.746,-0.022,-0.037,3.79,18.4,present,0,0,
19/05/2018,9:20:00,-2.209,-3.04,-2.09,-3.527,-0.02,-0.035,3.8,20.6,present,7.78,97.5,
19/05/2018,9:30:00,-2.179,-3.036,-2.038,-3.519,-0.02,-0.035,3.8,23.6,present,8.93,135.6,
19/05/2018,9:40:00,-2.101,-2.941,-1.904,-3.354,-0.019,-0.033,3.81,26.7,present,8.3,117.9,
19/05/2018,9:50:00,-2.051,-2.752,-1.816,-3.028,-0.018,-0.03,3.81,28,present,9.26,150,
19/05/2018,10:00:00,-1.771,-2.507,-1.333,-2.605,-0.013,-0.026,3.84,36,present,19.5,141.3,
19/05/2018,10:10:00,-1.47,-2.424,-0.813,-2.462,-0.008,-0.024,3.86,37.4,present,18.96,145.8,
19/05/2018,10:20:00,-1.117,-2.043,-0.202,-1.803,-0.002,-0.018,3.88,38.09,present,19.07,145.2,
19/05/2018,10:30:00,-0.742,-1.668,0.445,-1.155,0.004,-0.011,3.88,33,present,8.3,118.5,
19/05/2018,10:40:00,-0.713,-1.869,0.494,-1.501,0.004,-0.015,3.88,27.7,present,7.57,93,
19/05/2018,10:50:00,-0.796,-1.658,0.351,-1.138,0.003,-0.011,3.88,25.7,present,0,0,
19/05/2018,11:00:00,-0.681,-1.728,0.55,-1.258,0.005,-0.012,3.88,24.9,present,0,0,
19/05/2018,11:10:00,-0.701,-1.774,0.515,-1.339,0.005,-0.013,3.89,26.8,present,8.46,120.9,
19/05/2018,11:20:00,-0.587,-1.529,0.713,-0.914,0.007,-0.009,3.89,27.1,present,7.69,94.5,
19/05/2018,11:30:00,-0.521,-1.69,0.826,-1.192,0.008,-0.011,3.92,33,present,19.36,141.6,
19/05/2018,11:40:00,-0.629,-1.549,0.64,-0.948,0.006,-0.009,3.91,28.4,present,9.43,146.1,
19/05/2018,11:50:00,-0.673,-1.591,0.563,-1.022,0.005,-0.01,3.93,31.3,present,18.67,148.2,
19/05/2018,12:00:00,-0.513,-1.52,0.84,-0.899,0.008,-0.008,3.94,32.9,present,15.67,145.5,
19/05/2018,12:10:00,-0.506,-1.565,0.852,-0.977,0.008,-0.009,3.93,28.4,present,8.83,118.2,
19/05/2018,12:20:00,-0.665,-1.514,0.577,-0.889,0.005,-0.008,3.93,26.1,present,7.86,93.3,
19/05/2018,12:30:00,-0.853,-1.681,0.252,-1.177,0.002,-0.011,3.94,25.3,present,8.17,101.7,
19/05/2018,12:40:00,-0.881,-1.661,0.204,-1.142,0.002,-0.011,3.94,26.1,present,8.51,108.9,
19/05/2018,12:50:00,-0.967,-1.914,0.055,-1.58,0,-0.015,3.94,25.7,present,8.68,112.2,
19/05/2018,13:00:00,-1.128,-1.916,-0.222,-1.583,-0.002,-0.015,3.97,33.5,present,18.57,149.1,
19/05/2018,13:10:00,-0.989,-1.892,0.018,-1.542,0,-0.015,3.99,36.7,present,20.44,133.5,
19/05/2018,13:20:00,0.079,-1.043,1.866,-0.075,0.018,0,4.01,39.59,present,17.56,160.5,
19/05/2018,13:30:00,-0.119,-1.157,1.522,-0.272,0.015,-0.002,4.02,36.59,present,15.59,140.1,
19/05/2018,13:40:00,0.004,-0.957,1.735,0.074,0.017,0,4.05,34.4,present,9.16,133.5,
19/05/2018,13:50:00,-0.171,-1.166,1.432,-0.287,0.014,-0.002,4.06,30.9,present,8.08,99,
19/05/2018,14:00:00,-0.221,-1.234,1.345,-0.405,0.013,-0.004,4.06,27.7,present,8.64,113.4,
19/05/2018,14:10:00,-0.153,-1.151,1.463,-0.261,0.014,-0.002,4.1,35,present,18.91,146.39,
19/05/2018,14:20:00,0.025,-0.841,1.772,0.273,0.017,0.002,4.09,31.6,present,19.12,64.8,
19/05/2018,14:30:00,-0.051,-1.029,1.639,-0.051,0.016,0,4.09,27.9,present,7.39,84,
19/05/2018,14:40:00,-0.322,-1.108,1.17,-0.187,0.011,-0.001,4.12,31.2,present,18.83,146.1,
19/05/2018,14:50:00,-0.036,-1.111,1.665,-0.193,0.016,-0.001,4.11,26.5,present,0,0,
19/05/2018,15:00:00,-0.297,-1.289,1.214,-0.501,0.012,-0.005,4.11,23.9,present,7.67,87.9,
19/05/2018,15:10:00,-0.325,-1.502,1.165,-0.869,0.011,-0.008,4.13,27.4,present,17.37,123.3,
19/05/2018,15:20:00,-0.326,-1.292,1.164,-0.505,0.011,-0.005,4.15,31.9,present,20.28,76.8,
19/05/2018,15:30:00,-0.221,-1.21,1.345,-0.364,0.013,-0.003,4.17,31.6,present,19.61,78.3,
19/05/2018,15:40:00,0.251,-1.04,2.163,-0.069,0.021,0,4.19,31.8,present,19.23,78.6,
19/05/2018,15:50:00,0.143,-0.905,1.975,0.163,0.019,0.001,4.19,29.1,present,9.13,124.8,
19/05/2018,16:00:00,0.077,-0.905,1.862,0.162,0.018,0.001,4.2,28.2,present,19.39,40.2,
19/05/2018,16:10:00,0.07,-0.725,1.85,0.475,0.018,0.004,4.2,26.1,present,19.45,35.7,
19/05/2018,16:20:00,-0.011,-1.067,1.708,-0.117,0.017,-0.001,4.2,25,present,19.45,33.9,
19/05/2018,16:30:00,0.128,-0.914,1.951,0.147,0.019,0.001,4.2,24.9,present,19.9,33.3,
19/05/2018,16:40:00,0.054,-0.836,1.823,0.282,0.018,0.002,4.2,24.9,present,19.79,33.3,
19/05/2018,16:50:00,-0.001,-1.017,1.725,-0.03,0.017,0,4.2,25.1,present,19.65,33,
19/05/2018,17:00:00,0.07,-0.783,1.849,0.373,0.018,0.003,4.2,25.3,present,19.71,33.3,
19/05/2018,17:10:00,0.007,-0.903,1.741,0.166,0.017,0.001,4.2,25.4,present,19.79,33,
19/05/2018,17:20:00,0.266,-0.803,2.188,0.339,0.021,0.003,4.2,25.5,present,19.12,33.59,
19/05/2018,17:30:00,0.207,-0.748,2.086,0.435,0.02,0.004,4.2,25.5,present,19.27,33.59,
19/05/2018,17:40:00,-0.087,-1.181,1.576,-0.314,0.015,-0.003,4.2,25.1,present,8.41,105.3,
19/05/2018,17:50:00,-0.08,-1.085,1.589,-0.147,0.015,-0.001,4.2,24.4,present,7.99,96.3,
19/05/2018,18:00:00,-0.467,-1.208,0.92,-0.36,0.009,-0.003,4.19,23.8,present,0,0,
19/05/2018,18:10:00,-0.632,-1.575,0.635,-0.994,0.006,-0.009,4.18,22.7,present,0,0,
19/05/2018,18:20:00,-0.741,-1.843,0.447,-1.458,0.004,-0.014,4.18,22.3,present,0,0,
19/05/2018,18:30:00,-0.761,-1.801,0.412,-1.385,0.004,-0.013,4.17,21.3,present,0,0,
19/05/2018,18:40:00,-1.073,-1.954,-0.127,-1.649,-0.001,-0.016,4.17,21.1,present,0,0,
19/05/2018,18:50:00,-1.168,-2.012,-0.292,-1.749,-0.002,-0.017,4.16,20.4,present,0,0,
19/05/2018,19:00:00,-1.297,-2.071,-0.514,-1.851,-0.005,-0.018,4.15,19.79,present,0,0,
19/05/2018,19:10:00,-1.422,-2.159,-0.73,-2.003,-0.007,-0.02,4.15,19.29,not present,0,0,
19/05/2018,19:20:00,-1.467,-2.242,-0.807,-2.147,-0.008,-0.021,4.14,18.6,not present,0,0,
19/05/2018,19:30:00,-1.501,-2.354,-0.867,-2.341,-0.008,-0.023,4.13,18.6,not present,0,0,
19/05/2018,19:40:00,-1.633,-2.453,-1.095,-2.512,-0.01,-0.025,4.13,18.29,not present,0,0,
19/05/2018,19:50:00,-1.7,-2.462,-1.211,-2.527,-0.012,-0.025,4.12,17.9,not present,0,0,
19/05/2018,20:00:00,-1.768,-2.688,-1.328,-2.918,-0.013,-0.029,4.11,17.6,not present,0,0,
19/05/2018,20:10:00,-1.722,-2.658,-1.248,-2.866,-0.012,-0.028,4.11,17.4,not present,0,0,
19/05/2018,20:20:00,-1.77,-2.706,-1.33,-2.95,-0.013,-0.029,4.1,17.1,not present,0,0,
19/05/2018,20:30:00,-1.985,-2.558,-1.703,-2.694,-0.017,-0.026,4.1,16.9,not present,0,0,
19/05/2018,20:40:00,-1.85,-2.591,-1.47,-2.75,-0.014,-0.027,4.09,16.5,not present,0,0,
19/05/2018,20:50:00,-1.845,-2.683,-1.461,-2.909,-0.014,-0.029,4.09,16.4,not present,0,0,
19/05/2018,21:00:00,-1.716,-2.757,-1.238,-3.037,-0.012,-0.03,4.08,16,not present,0,0,
19/05/2018,21:10:00,-1.743,-2.611,-1.284,-2.784,-0.012,-0.027,4.08,15.6,not present,0,0,
19/05/2018,21:20:00,-1.992,-2.763,-1.715,-3.047,-0.017,-0.03,4.07,15.3,not present,0,0,
19/05/2018,21:30:00,-1.919,-2.94,-1.589,-3.354,-0.015,-0.033,4.07,15,not present,0,0,
19/05/2018,21:40:00,-1.994,-2.913,-1.719,-3.307,-0.017,-0.033,4.07,14.9,not present,0,0,
19/05/2018,21:50:00,-2.099,-2.776,-1.9,-3.069,-0.019,-0.03,4.06,14.7,not present,0,0,
19/05/2018,22:00:00,-2.038,-2.878,-1.794,-3.245,-0.017,-0.032,4.06,14.9,not present,0,0,
19/05/2018,22:10:00,-2,-2.729,-1.728,-2.988,-0.017,-0.029,4.06,14.9,not present,0,0,
19/05/2018,22:20:00,-2.047,-2.773,-1.81,-3.064,-0.018,-0.03,4.06,14.6,not present,0,0,
19/05/2018,22:30:00,-2.019,-2.937,-1.761,-3.348,-0.017,-0.033,4.05,15,not present,0,0,
19/05/2018,22:40:00,-2.16,-2.924,-2.005,-3.326,-0.02,-0.033,4.04,14.7,not present,0,0,
19/05/2018,22:50:00,-2.092,-2.807,-1.887,-3.123,-0.018,-0.031,4.03,14.6,not present,0,0,
19/05/2018,23:00:00,-2.259,-2.97,-2.176,-3.406,-0.021,-0.034,4.02,14.6,not present,0,0,
19/05/2018,23:10:00,-2.177,-2.877,-2.035,-3.244,-0.02,-0.032,4.01,14.5,not present,0,0,
19/05/2018,23:20:00,-2.181,-2.996,-2.042,-3.449,-0.02,-0.034,4,14.3,not present,0,0,
19/05/2018,23:30:00,-2.138,-3.058,-1.968,-3.558,-0.019,-0.035,3.99,14.4,not present,0,0,
19/05/2018,23:40:00,-2.215,-3.03,-2.1,-3.509,-0.021,-0.035,3.99,14.3,not present,0,0,
19/05/2018,23:50:00,-2.146,-3,-1.982,-3.457,-0.019,-0.034,3.98,13.9,not present,0,0,
20/05/2018,0:00:00,-2.248,-2.958,-2.158,-3.385,-0.021,-0.033,3.97,13.9,not present,0,0,
20/05/2018,0:10:00,-2.285,-3.024,-2.221,-3.499,-0.022,-0.034,3.97,13.8,not present,0,0,
20/05/2018,0:20:00,-2.331,-2.987,-2.301,-3.435,-0.023,-0.034,3.96,13.5,not present,0,0,
20/05/2018,0:30:00,-2.304,-3.103,-2.253,-3.636,-0.022,-0.036,3.96,13.5,not present,0,0,
20/05/2018,0:40:00,-2.43,-3.103,-2.471,-3.636,-0.024,-0.036,3.96,13.5,not present,0,0,
20/05/2018,0:50:00,-2.255,-3.221,-2.169,-3.838,-0.021,-0.038,3.95,13.1,not present,0,0,
20/05/2018,1:00:00,-2.37,-3.134,-2.368,-3.689,-0.023,-0.036,3.95,13.2,not present,0,0,
20/05/2018,1:10:00,-2.314,-3.006,-2.271,-3.467,-0.022,-0.034,3.95,13.2,not present,0,0,
20/05/2018,1:20:00,-2.18,-2.943,-2.039,-3.359,-0.02,-0.033,3.94,12.8,not present,0,0,
20/05/2018,1:30:00,-2.209,-3.025,-2.09,-3.5,-0.02,-0.035,3.94,12.7,not present,0,0,
20/05/2018,1:40:00,-2.018,-2.894,-1.76,-3.274,-0.017,-0.032,3.94,12.4,not present,0,0,
20/05/2018,1:50:00,-2.055,-2.704,-1.823,-2.946,-0.018,-0.029,3.94,12,not present,0,0,
20/05/2018,2:00:00,-2.16,-2.834,-2.005,-3.17,-0.02,-0.031,3.93,11.7,not present,0,0,
20/05/2018,2:10:00,-2.136,-2.918,-1.964,-3.315,-0.019,-0.033,3.93,11.2,not present,0,0,
20/05/2018,2:20:00,-2.196,-2.948,-2.067,-3.366,-0.02,-0.033,3.93,10.9,not present,0,0,
20/05/2018,2:30:00,-2.228,-2.983,-2.124,-3.428,-0.021,-0.034,3.92,10.7,not present,0,0,
20/05/2018,2:40:00,-2.053,-2.934,-1.82,-3.342,-0.018,-0.033,3.92,10.5,not present,0,0,
20/05/2018,2:50:00,-2.179,-2.846,-2.038,-3.19,-0.02,-0.031,3.92,10.1,not present,0,0,
20/05/2018,3:00:00,-2.16,-2.986,-2.005,-3.432,-0.02,-0.034,3.91,10,not present,0,0,
20/05/2018,3:10:00,-2.179,-2.741,-2.038,-3.01,-0.02,-0.03,3.91,9.6,not present,0,0,
20/05/2018,3:20:00,-2.061,-2.918,-1.834,-3.316,-0.018,-0.033,3.91,9.2,not present,0,0,
20/05/2018,3:30:00,-2.236,-2.914,-2.136,-3.308,-0.021,-0.033,3.9,8.89,not present,0,0,
20/05/2018,3:40:00,-2.124,-2.871,-1.944,-3.235,-0.019,-0.032,3.9,8.39,not present,0,0,
20/05/2018,3:50:00,-2.106,-3.044,-1.912,-3.533,-0.019,-0.035,3.89,8.2,not present,0,0,
20/05/2018,4:00:00,-2.024,-3.017,-1.771,-3.486,-0.017,-0.034,3.89,8.1,not present,0,0,
20/05/2018,4:10:00,-2.062,-2.983,-1.836,-3.427,-0.018,-0.034,3.89,7.8,not present,0,0,
20/05/2018,4:20:00,-2.143,-2.914,-1.976,-3.309,-0.019,-0.033,3.88,7.5,not present,0,0,
20/05/2018,4:30:00,-2.263,-2.847,-2.183,-3.192,-0.021,-0.031,3.88,7.5,not present,0,0,
20/05/2018,4:40:00,-2.394,-3.061,-2.41,-3.562,-0.024,-0.035,3.87,7.6,not present,0,0,
20/05/2018,4:50:00,-2.162,-2.959,-2.008,-3.386,-0.02,-0.033,3.87,7.4,not present,0,0,
20/05/2018,5:00:00,-2.216,-3.031,-2.102,-3.511,-0.021,-0.035,3.87,7.5,not present,0,0,
20/05/2018,5:10:00,-2.37,-3.106,-2.368,-3.641,-0.023,-0.036,3.86,7.5,not present,0,0,
20/05/2018,5:20:00,-2.219,-3.063,-2.107,-3.566,-0.021,-0.035,3.86,7.5,not present,0,0,
20/05/2018,5:30:00,-2.223,-2.93,-2.114,-3.336,-0.021,-0.033,3.85,7.5,not present,0,0,
20/05/2018,5:40:00,-2.18,-3.022,-2.04,-3.495,-0.02,-0.034,3.85,7.2,not present,0,0,
20/05/2018,5:50:00,-2.308,-2.88,-2.262,-3.25,-0.022,-0.032,3.84,7.2,not present,0,0,
20/05/2018,6:00:00,-2.287,-3.048,-2.224,-3.54,-0.022,-0.035,3.84,7.2,not present,0,0,
20/05/2018,6:10:00,-2.235,-3.095,-2.134,-3.621,-0.021,-0.036,3.84,7,not present,0,0,
20/05/2018,6:20:00,-2.205,-3.034,-2.082,-3.515,-0.02,-0.035,3.83,7,present,0,0,
20/05/2018,6:30:00,-2.443,-2.947,-2.495,-3.365,-0.024,-0.033,3.83,7.5,present,0,0,
20/05/2018,6:40:00,-2.296,-3.045,-2.241,-3.535,-0.022,-0.035,3.83,7.6,present,0,0,
20/05/2018,6:50:00,-2.407,-2.9,-2.431,-3.285,-0.024,-0.032,3.83,8.1,present,0,0,
20/05/2018,7:00:00,-2.22,-2.99,-2.11,-3.439,-0.021,-0.034,3.83,8.8,present,0,0,
20/05/2018,7:10:00,-2.289,-3.009,-2.229,-3.473,-0.022,-0.034,3.82,8.89,present,0,0,
20/05/2018,7:20:00,-2.188,-2.898,-2.053,-3.281,-0.02,-0.032,3.82,9,present,0,0,
20/05/2018,7:30:00,-2.215,-2.976,-2.1,-3.415,-0.021,-0.034,3.82,8.7,present,0,0,
20/05/2018,7:40:01,-2.287,-3.134,-2.225,-3.688,-0.022,-0.036,3.82,8.7,present,0,0,
20/05/2018,7:50:00,-2.124,-2.943,-1.942,-3.358,-0.019,-0.033,3.82,9,present,0,0,
20/05/2018,8:00:00,-2.11,-3.022,-1.919,-3.495,-0.019,-0.034,3.82,10.3,present,0,0,
20/05/2018,8:10:00,-2.251,-3.065,-2.163,-3.569,-0.021,-0.035,3.82,12.1,present,0,0,
20/05/2018,8:20:00,-2.359,-3.237,-2.35,-3.867,-0.023,-0.038,3.86,22,present,20.12,134.1,
20/05/2018,8:30:00,-1.752,-2.779,-1.3,-3.075,-0.013,-0.03,3.83,17.1,present,0,0,
20/05/2018,8:40:00,-1.73,-2.583,-1.262,-2.735,-0.012,-0.027,3.83,13.4,present,0,0,
20/05/2018,8:50:00,-1.828,-2.579,-1.432,-2.729,-0.014,-0.027,3.82,11.5,present,0,0,
20/05/2018,9:00:00,-1.909,-2.586,-1.572,-2.742,-0.015,-0.027,3.82,10.6,present,0,0,
20/05/2018,9:10:00,-1.94,-2.747,-1.625,-3.021,-0.016,-0.03,3.82,10.3,present,0,0,
20/05/2018,9:20:00,-1.861,-2.717,-1.488,-2.967,-0.014,-0.029,3.82,9.89,present,0,0,
20/05/2018,9:30:00,-1.913,-2.674,-1.579,-2.893,-0.015,-0.028,3.81,9.6,present,0,0,
20/05/2018,9:40:00,-1.811,-2.61,-1.401,-2.782,-0.014,-0.027,3.81,9.3,present,0,0,
20/05/2018,9:50:00,-1.917,-2.88,-1.585,-3.25,-0.015,-0.032,3.81,8.89,present,0,0,
20/05/2018,10:00:00,-2.128,-2.761,-1.949,-3.043,-0.019,-0.03,3.81,8.8,present,0,0,
20/05/2018,10:10:00,-2.043,-2.867,-1.803,-3.227,-0.018,-0.032,3.8,8.8,present,0,0,
20/05/2018,10:20:00,-1.974,-2.87,-1.684,-3.232,-0.016,-0.032,3.8,9.5,present,0,0,
20/05/2018,10:30:00,-1.954,-2.719,-1.649,-2.972,-0.016,-0.029,3.81,10.2,present,0,0,
20/05/2018,10:40:00,-1.885,-2.713,-1.53,-2.961,-0.015,-0.029,3.81,10.9,present,0,0,
20/05/2018,10:50:00,-2.064,-2.654,-1.84,-2.859,-0.018,-0.028,3.8,11.7,present,0,0,
20/05/2018,11:00:00,-1.832,-2.501,-1.438,-2.595,-0.014,-0.025,3.8,11.1,present,0,0,
20/05/2018,11:10:00,-1.763,-2.754,-1.319,-3.031,-0.013,-0.03,3.81,11.9,present,0,0,
20/05/2018,11:20:00,-1.923,-2.629,-1.595,-2.816,-0.015,-0.028,3.81,14.7,present,20.51,75,
20/05/2018,11:30:00,-1.559,-2.421,-0.966,-2.457,-0.009,-0.024,3.84,24.6,present,0,0,
20/05/2018,11:40:00,-1.332,-2.219,-0.574,-2.108,-0.005,-0.021,3.81,16.5,present,0,0,
20/05/2018,11:50:00,-1.698,-2.391,-1.206,-2.404,-0.012,-0.024,3.82,13.7,present,0,0,
20/05/2018,12:00:00,-1.474,-2.35,-0.819,-2.334,-0.008,-0.023,3.81,13.2,present,0,0,
20/05/2018,12:10:00,-1.674,-2.564,-1.165,-2.703,-0.011,-0.027,3.83,16,present,20.79,60.6,
20/05/2018,12:20:00,-1.559,-2.453,-0.967,-2.512,-0.009,-0.025,3.86,27.1,present,20.26,133.8,
20/05/2018,12:30:00,-1.129,-2.089,-0.223,-1.882,-0.002,-0.018,3.88,31.6,present,19.73,138.3,
20/05/2018,12:40:00,-1.408,-2.254,-0.706,-2.168,-0.007,-0.021,3.9,33.4,present,19.46,141,
20/05/2018,12:50:00,-1.397,-2.304,-0.686,-2.253,-0.006,-0.022,3.93,35,present,20.1,136.2,
20/05/2018,13:00:00,-1.065,-1.921,-0.113,-1.593,-0.001,-0.015,3.94,36.7,present,20.46,133.5,
20/05/2018,13:10:00,-0.769,-1.524,0.398,-0.906,0.003,-0.009,3.96,38.2,present,20.17,135.6,
20/05/2018,13:20:00,-0.676,-1.724,0.559,-1.251,0.005,-0.012,3.98,38.5,present,19.94,137.7,
20/05/2018,13:30:00,-0.523,-1.454,0.822,-0.785,0.008,-0.007,4,38.9,present,20.04,137.1,
20/05/2018,13:40:00,-0.003,-0.676,1.722,0.558,0.017,0.005,4.02,39,present,20.17,135.89,
20/05/2018,13:50:00,0.019,-0.913,1.762,0.148,0.017,0.001,4.06,38.59,present,19.79,138.89,
20/05/2018,14:00:00,-0.275,-1.251,1.252,-0.433,0.012,-0.004,4.1,38.3,present,20.67,132.3,
20/05/2018,14:10:00,-0.151,-1.24,1.466,-0.416,0.014,-0.004,4.12,37.4,present,20.4,133.8,
20/05/2018,14:20:00,0.103,-0.891,1.907,0.188,0.019,0.001,4.13,34.4,present,20.79,65.4,
20/05/2018,14:30:00,0.024,-0.941,1.771,0.101,0.017,0.001,4.15,30.1,present,20.89,64.8,
20/05/2018,14:40:00,0.202,-0.744,2.078,0.441,0.02,0.004,4.16,28.9,present,20.29,75.6,
20/05/2018,14:50:00,0.39,-0.602,2.402,0.686,0.024,0.006,4.18,28.4,present,20.01,75,
20/05/2018,15:00:00,0.228,-0.875,2.123,0.215,0.021,0.002,4.19,28.8,present,20.52,72,
20/05/2018,15:10:00,0.253,-0.486,2.167,0.888,0.021,0.008,4.2,27.3,present,20.46,42,
20/05/2018,15:20:00,0.078,-0.858,1.864,0.245,0.018,0.002,4.2,26,present,20.45,35.4,
20/05/2018,15:30:00,0.515,-0.589,2.619,0.71,0.026,0.007,4.2,26,present,20.33,33.9,
20/05/2018,15:40:00,0.431,-0.474,2.474,0.908,0.024,0.009,4.2,25.1,present,20.43,32.7,
20/05/2018,15:50:00,0.276,-0.797,2.205,0.349,0.022,0.003,4.2,24.4,present,20.57,32.09,
20/05/2018,16:00:00,0.553,-0.348,2.684,1.126,0.026,0.011,4.2,26.5,present,20.96,32.4,
20/05/2018,16:10:00,0.562,-0.545,2.699,0.784,0.026,0.007,4.2,27.1,present,20.78,32.7,
20/05/2018,16:20:00,0.501,-0.5,2.594,0.862,0.025,0.008,4.2,27.9,present,20.75,32.7,
20/05/2018,16:30:00,0.579,-0.447,2.73,0.954,0.027,0.009,4.2,26.8,present,20.45,31.8,
20/05/2018,16:40:00,0.74,-0.204,3.008,1.374,0.03,0.013,4.2,25,present,20.74,31.2,
20/05/2018,16:50:00,0.174,-0.78,2.029,0.379,0.02,0.003,4.2,24.3,present,20.98,30.9,
20/05/2018,17:00:00,0.537,-0.474,2.657,0.907,0.026,0.009,4.2,24.1,present,19.89,32.09,
20/05/2018,17:10:00,0.57,-0.541,2.714,0.792,0.027,0.007,4.2,22,present,19.51,32.7,
20/05/2018,17:20:00,-0.012,-0.993,1.706,0.011,0.017,0,4.2,19.79,present,20.34,30.9,
20/05/2018,17:30:00,-0.155,-1.009,1.458,-0.015,0.014,0,4.2,19.79,present,20.34,30.9,
20/05/2018,17:40:00,-0.723,-1.657,0.477,-1.136,0.004,-0.011,4.2,18.1,present,21.12,30.3,
20/05/2018,17:50:00,-0.225,-1.269,1.338,-0.466,0.013,-0.004,4.2,18.9,present,20.07,32.09,
